No filter
Compute time
0.00224

Box Filter
Kernel size X axis, Kernel size Y axis, Compute time
3, 3, 19.32076
3, 41, 5.02492
3, 79, 5.37409
41, 3, 4.95514
41, 41, 17.52524
41, 79, 9.52009
79, 3, 4.91177
79, 41, 8.20512
79, 79, 9.71740

Median Filter
Kernel size, Compute time
3, 26.79486
21, 79.63938
39, 135.17038

Gaussian Filter
Kernel size, Sigma value on X axis, Sigma value on Y axis, Compute time
3, 1, 1, 16.57191
3, 1, 51, 4.54518
3, 1, 101, 4.34362
3, 51, 1, 4.35617
3, 51, 51, 4.51961
3, 51, 101, 4.36336
3, 101, 1, 4.34237
3, 101, 51, 4.35315
3, 101, 101, 4.30232
41, 1, 1, 59.21080
41, 1, 51, 59.18758
41, 1, 101, 59.18306
41, 51, 1, 59.24515
41, 51, 51, 59.19261
41, 51, 101, 59.09954
41, 101, 1, 59.21215
41, 101, 51, 59.24013
41, 101, 101, 59.66701
79, 1, 1, 112.12879
79, 1, 51, 111.68802
79, 1, 101, 110.67600
79, 51, 1, 110.60559
79, 51, 51, 110.58101
79, 51, 101, 110.90195
79, 101, 1, 110.65663
79, 101, 51, 110.71506
79, 101, 101, 110.75010

Bilateral Correction
Kernel size, Sigma color value, Sigma space value, Compute time
3, 1, 1, 16.12709
3, 1, 51, 15.66343
3, 1, 101, 15.71706
3, 51, 1, 15.78242
3, 51, 51, 15.81825
3, 51, 101, 15.86668
3, 101, 1, 15.91870
3, 101, 51, 15.76135
3, 101, 101, 15.56551
7, 1, 1, 68.20222
7, 1, 51, 68.13605
7, 1, 101, 68.06426
7, 51, 1, 68.29069
7, 51, 51, 67.43890
7, 51, 101, 67.35039
7, 101, 1, 67.42750
7, 101, 51, 67.69275
7, 101, 101, 67.40742
11, 1, 1, 179.97656
11, 1, 51, 179.84647
11, 1, 101, 179.88737
11, 51, 1, 179.86806
11, 51, 51, 179.81547
11, 51, 101, 179.92716
11, 101, 1, 179.90531
11, 101, 51, 182.86216
11, 101, 101, 181.87941

Dilate Filter
Kernel size, Compute time
3, 20.80092
25, 40.63276
47, 79.15426

Erode Filter
Kernel size, Compute time
3, 7.09027
25, 42.09207
47, 78.84507

Sobel Fitler
Display direction, Kernel size, Derivative on X axis, Derivative on Y axis, Compute time
0, 3, 1, 1, 45.09134
0, 3, 1, 2, 13.71381
0, 3, 1, 3, 13.84298
0, 3, 2, 1, 13.46844
0, 3, 2, 2, 14.73251
0, 3, 2, 3, 14.78802
0, 3, 3, 1, 14.52766
0, 3, 3, 2, 14.81979
0, 3, 3, 3, 14.69052
0, 5, 1, 1, 17.52052
0, 5, 1, 2, 17.95052
0, 5, 1, 3, 17.38823
0, 5, 2, 1, 17.62067
0, 5, 2, 2, 17.71536
0, 5, 2, 3, 17.50098
0, 5, 3, 1, 17.67661
0, 5, 3, 2, 17.80608
0, 5, 3, 3, 17.62077
0, 7, 1, 1, 20.71624
0, 7, 1, 2, 21.05447
0, 7, 1, 3, 20.67535
0, 7, 2, 1, 20.67259
0, 7, 2, 2, 21.05696
0, 7, 2, 3, 19.39295
0, 7, 3, 1, 19.34915
0, 7, 3, 2, 20.97941
0, 7, 3, 3, 20.78774
1, 3, 1, 1, 116.88349
1, 3, 1, 2, 115.06536
1, 3, 1, 3, 114.27875
1, 3, 2, 1, 112.86296
1, 3, 2, 2, 112.28541
1, 3, 2, 3, 112.11207
1, 3, 3, 1, 112.60525
1, 3, 3, 2, 112.29681
1, 3, 3, 3, 112.01368
1, 5, 1, 1, 115.45461
1, 5, 1, 2, 114.42956
1, 5, 1, 3, 115.25997
1, 5, 2, 1, 115.81091
1, 5, 2, 2, 115.23950
1, 5, 2, 3, 115.55356
1, 5, 3, 1, 115.32445
1, 5, 3, 2, 114.66122
1, 5, 3, 3, 115.20766
1, 7, 1, 1, 118.02719
1, 7, 1, 2, 117.22402
1, 7, 1, 3, 117.53743
1, 7, 2, 1, 118.50280
1, 7, 2, 2, 117.82219
1, 7, 2, 3, 118.39241
1, 7, 3, 1, 118.84653
1, 7, 3, 2, 117.68858
1, 7, 3, 3, 118.27526

Canny Filter
Kernel size, Low treshold, High treshold, Compute time
3, 1, 1, 35.40584
3, 1, 128, 5.14169
3, 1, 255, 4.98529
3, 128, 1, 5.21815
3, 128, 128, 4.42112
3, 128, 255, 4.62039
3, 255, 1, 5.24643
3, 255, 128, 4.59399
3, 255, 255, 4.27092
5, 1, 1, 6.27221
5, 1, 128, 6.19981
5, 1, 255, 6.03200
5, 128, 1, 5.92794
5, 128, 128, 5.90653
5, 128, 255, 5.95008
5, 255, 1, 6.09445
5, 255, 128, 5.88101
5, 255, 255, 5.96534
7, 1, 1, 6.83518
7, 1, 128, 6.68206
7, 1, 255, 6.92554
7, 128, 1, 6.86263
7, 128, 128, 6.80846
7, 128, 255, 6.87153
7, 255, 1, 6.57617
7, 255, 128, 6.68513
7, 255, 255, 6.71581

Emboss Filter
Emboss direction, Compute time
0, 5.48086
2, 5.34743

Lens Distortion
Distortion amount, Distortion radius, Compute time
-100, 0, 23.59991
-100, 225, 47.79149
-100, 450, 47.85591
0, 0, 19.89347
0, 225, 47.17556
0, 450, 47.15457
100, 0, 19.73342
100, 225, 44.24104
100, 450, 44.07594

